1h,1d,7d,28d
47266.6184999999,48782.4360999999,47322.1895,47365.7125
48601.4234999999,48669.7635,47105.6716999999,47362.197
48422.1235,48178.4034,47266.1791999999,47133.4086
48177.7064,47811.6194,46074.0308,47301.3453
47638.5340999999,45663.2647,42739.4057,43788.3813
44156.6161999999,42494.1584999999,40608.5262999999,41823.8421
42079.2641999999,40788.9672999999,38729.9467,40163.7837999999
40748.2764,39467.9878,38038.6552999999,38955.3603999999
39556.9095,38890.4064,37250.0965999999,38280.5832
39217.0723999999,38496.3917999999,35978.8597999999,37170.9985
38256.8736999999,37256.7831,35280.9257,36882.4476999999
37724.0513999999,36258.3139999999,35173.0573,36309.8269
37026.5562999999,36345.4308999999,35938.2071999999,36555.6736
36874.3557999999,36240.0129,36789.7969999999,36803.5055999999
36596.9041999999,36470.9620999999,37527.1426999999,37519.9901
36979.402,37800.0068,38096.5912,38887.3727999999
38237.8986999999,38813.159,38710.2125,39221.9628
38537.4011,40146.9573999999,40027.2209,40645.792
39696.2108999999,41802.5313,41473.5814,41809.9862999999
41077.0498999999,45532.6194,45641.2917,45466.063
45150.199,46139.7362999999,46616.8718999999,46144.9692
45942.6785,46678.8124,46985.391,46635.4956
46584.0009999999,47018.9709999999,46981.1007,46819.3551
46926.616,47266.6184999999,47120.0153999999,46891.8142
47242.2332,48601.4234999999,47247.7474999999,47211.2918999999
48773.3743,48422.1235,47096.7376,47247.9132
48631.6207999999,48177.7064,47185.4018,47006.1275
48410.8314,47638.5340999999,45823.7583,47077.4593
47720.5408,44156.6161999999,42696.4634,44036.4818
43725.1215,42079.2641999999,40022.0356,42006.0987
42192.4574999999,40748.2764,38509.8323,40510.3677
39755.5241,39556.9095,37335.5876999999,39338.9259
38282.2935999999,39217.0723999999,36468.4381999999,38610.4349999999
37954.86,38256.8736999999,35883.1604999999,37879.7577999999
36954.2785,37724.0513999999,35707.235,37236.7632999999
36897.5792999999,37026.5562999999,35687.4703,36357.315
36270.9562,36874.3557999999,35306.9784999999,36774.8082999999
36978.0624,36596.9041999999,35870.9159,36555.7015
37305.6037,36979.402,36615.6725999999,37070.5775999999
37186.3853999999,38237.8986999999,37957.6422,38262.9283
38558.9579,38537.4011,39212.7882,39435.5755999999
38976.7485,39696.2108999999,39606.3986,40581.1691999999
40329.4576,41077.0498999999,41455.7791,42175.3232999999
41804.8396999999,45150.199,45488.2623,46049.7318
45677.4247,45942.6785,46057.2053,46605.1737999999
45957.3234999999,46584.0009999999,46745.9205,46812.9245
47152.3776999999,46926.616,46998.8903999999,47052.7774999999
47528.2342999999,47242.2332,47426.2816,47179.381
47701.7326,48773.3743,48426.1636,47460.8796999999
49071.6883999999,48631.6207999999,48181.4786,47368.7906
48670.9683999999,48410.8314,47938.4656,47147.1721
48377.9035,47720.5408,46295.7290999999,47365.9818999999
48069.3818,43725.1215,42666.7727999999,44002.6393
44193.0800999999,42192.4574999999,40638.748,41738.2811999999
41979.2837999999,39755.5241,38999.3764,40532.2794999999
40359.3053,38282.2935999999,37331.4005,38729.5144
38926.9631,37954.86,37136.338,38227.1819
38414.0346999999,36954.2785,36259.8880999999,37258.1626
37697.3936,36897.5792999999,35537.0210999999,36664.6699999999
37319.6161999999,36270.9562,35694.8291,36356.5953999999
36635.2044,36978.0624,35931.5512,36548.7133
37730.2352,37305.6037,36275.1471999999,36371.9470999999
37657.9795999999,37186.3853999999,37173.2938999999,37177.1140999999
37890.3219,38558.9579,38271.0383,38368.1092999999
38100.3453,38976.7485,39177.1495999999,38930.2016
38819.7716,40329.4576,39763.3367,40320.7903
39471.631,41804.8396999999,41260.3306999999,41327.0904999999
40746.0757999999,45677.4247,44694.7468,45431.6786999999
45285.4410999999,45957.3234999999,45409.6880999999,45823.6624
45729.2658999999,47152.3776999999,46092.0662,46510.0397999999
46742.9319,47528.2342999999,46562.1875,46625.694
47035.7715,47701.7326,46940.9547,46981.6137
47478.6875999999,49071.6883999999,48350.6734,47251.6169
48957.3897999999,48670.9683999999,48081.1472999999,47127.2459
48857.527,48377.9035,47604.7859,46979.0417999999
48441.4683,48069.3818,46086.8165999999,47479.6649
48049.9450999999,44193.0800999999,43088.9672999999,44655.6073
44487.2474999999,41979.2837999999,41689.2882,42809.0273
42723.1446,40359.3053,39845.5935,41139.5881
40359.9063,38926.9631,38417.0892,40678.6086
38888.2393999999,38414.0346999999,37597.3390999999,39655.2202
38032.6834,37697.3936,36604.7563,38368.6910999999
36536.3517999999,37319.6161999999,36350.0660999999,37863.4778999999
36490.1342999999,36635.2044,35851.4361999999,37325.9919
35354.7263,37730.2352,35499.2410999999,37086.7189999999
35933.5726,37657.9795999999,36126.6986,36496.7949
36199.9677999999,37890.3219,35914.0086999999,36450.9394
36320.4838999999,38100.3453,36765.5947999999,37140.665
36893.4708,38819.7716,37197.7793999999,37792.8571
37355.5651,39471.631,37932.3548999999,39013.7327
38165.4668,40746.0757999999,39114.4078,40110.785
39765.8939,45285.4410999999,42835.4944,43778.0636
43723.3698999999,45729.2658999999,43415.5337,44634.3755
43973.5026,46742.9319,44659.4798999999,45020.6656
44742.8439999999,47035.7715,45351.6244,45486.6244
45310.0881999999,47478.6875999999,45667.6616999999,45810.3367999999
45666.3266999999,48957.3897999999,46927.2837999999,46234.4073999999
47118.8364,48857.527,46732.8156,46277.0132999999
47024.0273999999,48441.4683,46662.7085999999,46548.1716
46762.2295,48049.9450999999,45770.9406,46051.5546
46098.9864,44487.2474999999,44926.7928,45500.5483
45014.5486999999,42723.1446,43710.9694999999,44563.5049
44548.0544,40359.9063,43374.6039,43710.2198999999
44089.2459,38888.2393999999,41597.4473999999,43438.8315999999
43407.6206999999,38032.6834,41387.0555,42345.8563999999
42700.8752,36536.3517999999,40746.7614,41205.3508
41700.8946,36490.1342999999,40383.1233999999,40153.2051999999
40691.0083999999,35354.7263,39607.4611999999,39762.2681
39455.1275,35933.5726,38815.2834999999,38579.213
39309.3243,36199.9677999999,38907.4124999999,38577.9469
38389.0685999999,36320.4838999999,37557.6569,38915.0441999999
38206.8228,36893.4708,37711.8237999999,38491.5317999999
38187.5697999999,37355.5651,38213.6675,39037.4643999999
37967.6932,38165.4668,38820.8589999999,40072.2401
38485.9383999999,39765.8939,39967.779,41324.0291
39930.1794999999,43723.3698999999,43081.4577999999,43681.2773
43575.4343999999,43973.5026,43461.6935999999,44241.4545
44020.3018999999,44742.8439999999,44377.1687999999,44459.819
45175.3429,45310.0881999999,44740.9005,44886.8807999999
45367.3406,45666.3266999999,45206.7350999999,45152.5023
45848.0736,47118.8364,46705.188,45753.7408999999
47029.8574,47024.0273999999,46610.6564999999,45820.1963
47092.5376,46762.2295,46176.2805999999,45571.4689
46840.6771999999,46098.9864,45749.7313999999,45376.4098
46454.9772999999,45014.5486999999,45334.7384,44418.2493
45975.1672,44548.0544,43881.9081999999,43382.8024
44874.6134999999,44089.2459,42988.0308,42790.6454
44136.4433999999,43407.6206999999,42258.9121999999,42082.1852
43054.0679999999,42700.8752,41945.6551,41556.241
42816.4276,41700.8946,40963.8073999999,40527.6941999999
41905.4115,40691.0083999999,39862.1411,40162.2287999999
41335.0383,39455.1275,39625.4015,39287.6474
40068.0075,39309.3243,39170.7416,38879.3873
39716.2914,38389.0685999999,39305.2519,38881.3876999999
39787.9371,38206.8228,39070.9355999999,39062.4613
39683.9865999999,38187.5697999999,39540.8752,39885.8024999999
40370.4892,37967.6932,40079.3429,40358.2295
41512.3145999999,38485.9383999999,40930.1146,41737.7805
42183.9352999999,39930.1794999999,42424.4348,43075.2223
43151.3269999999,43575.4343999999,45717.4058999999,46274.7099
46352.1607999999,44020.3018999999,46261.3732,47069.7851999999
46766.7943999999,45175.3429,46871.4985,47331.0391999999
47394.6724,45367.3406,47201.811,47267.9334
47534.6551,45848.0736,47332.9475,47423.4734
47873.5726,47029.8574,48782.4360999999,47641.6679999999
49047.9625999999,47092.5376,48669.7635,47193.6788999999
48938.1976,46840.6771999999,48178.4034,47210.5328999999
48625.0998,46454.9772999999,47811.6194,47108.6036
48440.1626,45975.1672,45663.2647,44013.5875999999
45863.7995999999,44874.6134999999,42494.1584999999,41962.2742999999
42914.3804999999,44136.4433999999,40788.9672999999,40681.294
41059.7785,43054.0679999999,39467.9878,39135.0924999999
39936.2647,42816.4276,38890.4064,38232.3991
38975.0294999999,41905.4115,38496.3917999999,37393.4254999999
37821.2223,41335.0383,37256.7831,37381.6312
37663.6573999999,40068.0075,36258.3139999999,36031.1365
36654.4231999999,39716.2914,36345.4308999999,36048.1558999999
36247.4257999999,39787.9371,36240.0129,36509.0028999999
36532.9976,39683.9865999999,36470.9620999999,37363.2292
37280.8105999999,40370.4892,37800.0068,37905.7214
38150.4997,41512.3145999999,38813.159,38991.2241999999
38961.7866999999,42183.9352999999,40146.9573999999,40436.1359
40358.5978,43151.3269999999,41802.5313,42105.5432
41831.8502,46352.1607999999,45532.6194,46025.3355
45919.8162999999,46766.7943999999,46139.7362999999,46782.3995999999
46410.029,47394.6724,46678.8124,46951.6774
47168.9947,47534.6551,47018.9709999999,47252.7664
47646.6751,47873.5726,47266.6184999999,47347.6161999999
47888.1224999999,49047.9625999999,48601.4234999999,47710.6736999999
49453.9366999999,48938.1976,48422.1235,47380.1909999999
48951.6083999999,48625.0998,48177.7064,47339.8787
48276.3315999999,48440.1626,47638.5340999999,47547.2114999999
48329.0481,45863.7995999999,44156.6161999999,44640.2782
45150.7460999999,42914.3804999999,42079.2641999999,42329.771
42458.1292,41059.7785,40748.2764,40421.0543
41004.4824999999,39936.2647,39556.9095,39079.6250999999
40233.3900999999,38975.0294999999,39217.0723999999,38824.7957
40113.2119,37821.2223,38256.8736999999,37768.7655
39217.1797999999,37663.6573999999,37724.0513999999,37074.3401
38008.6849999999,36654.4231999999,37026.5562999999,36840.6961999999
37368.0052999999,36247.4257999999,36874.3557999999,36593.8257
36694.1426999999,36532.9976,36596.9041999999,36552.648
36412.1523999999,37280.8105999999,36979.402,37499.775
36920.2725999999,38150.4997,38237.8986999999,38655.7485
38350.6235,38961.7866999999,38537.4011,39397.0772999999
39302.9813999999,40358.5978,39696.2108999999,40537.3459
40364.7157999999,41831.8502,41077.0498999999,41882.7994
41678.8678999999,45919.8162999999,45150.199,45694.8187
45916.3862,46410.029,45942.6785,46567.4530999999
46464.063,47168.9947,46584.0009999999,46857.7289
47120.7831999999,47646.6751,46926.616,47124.2805
47374.3885999999,47888.1224999999,47242.2332,47294.2274
47765.7209,49453.9366999999,48773.3743,47463.9890999999
49214.4830999999,48951.6083999999,48631.6207999999,47335.5561
48885.4132,48276.3315999999,48410.8314,47376.4023
48308.4749999999,48329.0481,47720.5408,47240.9584
47965.2332,45150.7460999999,43725.1215,44380.0322999999
44412.4792,42458.1292,42192.4574999999,42377.9087
42875.3899999999,41004.4824999999,39755.5241,40795.4596
41250.2355,40233.3900999999,38282.2935999999,39709.7456999999
39661.1322999999,40113.2119,37954.86,39100.2009
38845.0247999999,39217.1797999999,36954.2785,37997.6152999999
37988.0613,38008.6849999999,36897.5792999999,37399.5938
37935.6284,37368.0052999999,36270.9562,36894.8194
36493.4924,36694.1426999999,36978.0624,36827.2683
37041.9043,36412.1523999999,37305.6037,36497.8603999999
36267.9729,36920.2725999999,37186.3853999999,37287.1745
36531.7667,38350.6235,38558.9579,37486.9274999999
37996.8187,39302.9813999999,38976.7485,38780.3594
39012.2607999999,40364.7157999999,40329.4576,39791.8484
40355.8254,41678.8678999999,41804.8396999999,42094.6731999999
41631.4098,45916.3862,45677.4247,45677.0052999999
45650.4797,46464.063,45957.3234999999,46376.5711
46192.2142,47120.7831999999,47152.3776999999,46707.9461999999
47073.4772999999,47374.3885999999,47528.2342999999,46995.2727
47441.0486,47765.7209,47701.7326,47095.3756999999
47744.7871999999,49214.4830999999,49071.6883999999,47272.2583999999
49030.7079999999,48885.4132,48670.9683999999,47102.0380999999
48890.6333,48308.4749999999,48377.9035,46939.6126999999
48461.4839999999,47965.2332,48069.3818,47494.1040999999
48490.9527999999,44412.4792,44193.0800999999,44662.3476999999
44853.9657,42875.3899999999,41979.2837999999,42221.5132
42412.4509,41250.2355,40359.3053,40677.6791999999
41181.7745,39661.1322999999,38926.9631,38902.3537999999
39867.0887999999,38845.0247999999,38414.0346999999,38548.2336999999
39294.2558999999,37988.0613,37697.3936,37634.1695
38208.4717999999,37935.6284,37319.6161999999,37629.0841
38464.2658999999,36493.4924,36635.2044,37195.8755999999
38016.6584,37041.9043,37730.2352,37164.5432
37675.5852999999,36267.9729,37657.9795999999,37576.7022999999
37919.2684999999,36531.7667,37890.3219,38577.1765
38556.4778999999,37996.8187,38100.3453,39004.7718
39092.5737999999,39012.2607999999,38819.7716,40041.1341
39578.048,40355.8254,39471.631,40894.9890999999
39893.2264,41631.4098,40746.0757999999,42207.1315
41424.2459999999,45650.4797,45285.4410999999,45670.2451999999
44707.9824999999,46192.2142,45729.2658999999,46442.1429999999
45370.9911999999,47073.4772999999,46742.9319,46650.1569999999
46042.8746,47441.0486,47035.7715,46980.4594
46452.6163999999,47744.7871999999,47478.6875999999,47167.1117
46785.1837,49030.7079999999,48957.3897999999,47315.1982999999
48087.3387999999,48890.6333,48857.527,47283.7234
48122.7738,48461.4839999999,48441.4683,47316.8099
47708.5775999999,48490.9527999999,48049.9450999999,46924.5423999999
47758.959,44853.9657,44487.2474999999,44505.4798
44225.3620999999,42412.4509,42723.1446,42576.1296999999
42448.9047999999,41181.7745,40359.9063,41182.0377
41066.4386,39867.0887999999,38888.2393999999,39923.2076999999
40315.9743,39294.2558999999,38032.6834,39499.7661
39334.8574999999,38208.4717999999,36536.3517999999,38310.1039999999
38115.9933999999,38464.2658999999,36490.1342999999,37153.7131
38089.3044999999,38016.6584,35354.7263,36697.5631999999
36382.8205999999,37675.5852999999,35933.5726,36999.0503
36735.9214999999,37919.2684999999,36199.9677999999,36397.2712
37109.6408999999,38556.4778999999,36320.4838999999,36356.9126
37571.9597999999,39092.5737999999,36893.4708,37260.65
38880.0149999999,39578.048,37355.5651,37922.9533
38583.6209999999,39893.2264,38165.4668,38677.3406
38843.4417,41424.2459999999,39765.8939,39871.1831999999
40036.6025999999,44707.9824999999,43723.3698999999,43381.2353999999
43579.2479,45370.9911999999,43973.5026,44063.5273
44377.4554999999,46042.8746,44742.8439999999,44794.0746
45262.6387,46452.6163999999,45310.0881999999,45196.7051999999
45889.8053999999,46785.1837,45666.3266999999,45503.98
45993.0814,48087.3387999999,47118.8364,45956.4150999999
47413.1618999999,48122.7738,47024.0273999999,46114.6068999999
47630.1996,47708.5775999999,46762.2295,46278.6057
47084.7793999999,47758.959,46098.9864,45740.5849
46560.3128,44225.3620999999,45014.5486999999,45489.3514999999
45746.1183,42448.9047999999,44548.0544,44719.3173
45177.9804999999,41066.4386,44089.2459,43751.8744999999
44509.6529999999,40315.9743,43407.6206999999,43575.3986
43697.1469999999,39334.8574999999,42700.8752,42983.6080999999
43195.1831,38115.9933999999,41700.8946,41558.7603999999
41264.7932999999,38089.3044999999,40691.0083999999,40173.6535
39685.0132999999,36382.8205999999,39455.1275,39859.3923
39116.9316,36735.9214999999,39309.3243,38559.4683999999
38583.6169999999,37109.6408999999,38389.0685999999,38562.2157
38296.8254,37571.9597999999,38206.8228,38344.2306
38688.5005999999,38880.0149999999,38187.5697999999,38919.9196
38886.0602999999,38583.6209999999,37967.6932,39161.3154999999
39065.2897999999,38843.4417,38485.9383999999,39874.7313999999
39746.2462,40036.6025999999,39930.1794999999,40807.0363
40734.3364,43579.2479,43575.4343999999,43928.7093
43730.2206,44377.4554999999,44020.3018999999,44420.0696
43955.9685,45262.6387,45175.3429,44976.014
44770.6572999999,45889.8053999999,45367.3406,45164.1091999999
45227.6725,45993.0814,45848.0736,45315.4941
45694.7537,47413.1618999999,47029.8574,45889.6976999999
47056.7209,47630.1996,47092.5376,46007.4907
47116.7526999999,47084.7793999999,46840.6771999999,45621.4748
46501.6357999999,46560.3128,46454.9772999999,45315.3329999999
46050.7313999999,45746.1183,45975.1672,44472.7710999999
45115.8026,45177.9804999999,44874.6134999999,43438.8246
44040.8796,44509.6529999999,44136.4433999999,43120.0492
43203.6149999999,43697.1469999999,43054.0679999999,41887.5967999999
42642.7278,43195.1831,42816.4276,41667.4859
42807.5149999999,41264.7932999999,41905.4115,40134.5130999999
42129.5267,39685.0132999999,41335.0383,39692.9899999999
40816.3557999999,39116.9316,40068.0075,38898.9444
39631.7892999999,38583.6169999999,39716.2914,38838.9024999999
38964.7220999999,38296.8254,39787.9371,39349.4217999999
38828.7761,38688.5005999999,39683.9865999999,39843.3989999999
38754.4406999999,38886.0602999999,40370.4892,40522.0265
39531.0279999999,39065.2897999999,41512.3145999999,41154.5268999999
40700.3044,39746.2462,42183.9352999999,41621.7572999999
41531.8404999999,40734.3364,43151.3269999999,43176.4869
42409.1572,43730.2206,46352.1607999999,45953.9464999999
45567.3632,43955.9685,46766.7943999999,46275.6774
46077.2186999999,44770.6572999999,47394.6724,46559.1203
46852.4084999999,45227.6725,47534.6551,46764.4835
47100.9026,45694.7537,47873.5726,46929.6155999999
47422.1515999999,47056.7209,49047.9625999999,47258.4023
48905.9185999999,47116.7526999999,48938.1976,46904.6967999999
48460.652,46501.6357999999,48625.0998,46857.0454
48206.7491999999,46050.7313999999,48440.1626,47255.6045
47531.1544999999,45115.8026,45863.7995999999,44180.8577999999
44275.3329999999,44040.8796,42914.3804999999,42414.0653999999
42196.8704,43203.6149999999,41059.7785,40492.6644
40612.2693999999,42642.7278,39936.2647,39487.0144
39982.3565999999,42807.5149999999,38975.0294999999,39378.4248
39260.1166,42129.5267,37821.2223,38393.4106
38073.3957999999,40816.3557999999,37663.6573999999,37357.3614999999
37842.4340999999,39631.7892999999,36654.4231999999,36543.0950999999
36332.9314,38964.7220999999,36247.4257999999,36391.9147999999
36440.0104999999,38828.7761,36532.9976,36450.5579999999
36636.4856999999,38754.4406999999,37280.8105999999,37581.2398
37316.036,39531.0279999999,38150.4997,38665.1901
37813.6788,40700.3044,38961.7866999999,39364.0348
38476.8553,41531.8404999999,40358.5978,40716.4725
40075.2745999999,42409.1572,41831.8502,41843.7206999999
41626.0613999999,45567.3632,45919.8162999999,45914.9626999999
45641.0970999999,46077.2186999999,46410.029,46717.3738999999
46064.3482,46852.4084999999,47168.9947,46968.0247999999
46779.6621,47100.9026,47646.6751,47238.7863
47182.074,47422.1515999999,47888.1224999999,47354.5717999999
47339.103,48905.9185999999,49453.9366999999,47642.9329
48494.4487999999,48460.652,48951.6083999999,47453.4784
48352.9372999999,48206.7491999999,48276.3315999999,47102.5392999999
48282.2984999999,47531.1544999999,48329.0481,47290.5204999999
47786.5435,44275.3329999999,45150.7460999999,44391.8124
44314.9847999999,42196.8704,42458.1292,42018.2664999999
41776.0112999999,40612.2693999999,41004.4824999999,40716.3087999999
40918.9496,39982.3565999999,40233.3900999999,39426.3070999999
39496.4404999999,39260.1166,40113.2119,38871.2486999999
39168.0048,38073.3957999999,39217.1797999999,38099.3197999999
37557.8073999999,37842.4340999999,38008.6849999999,36851.6195
37309.0472,36332.9314,37368.0052999999,36498.5942999999
36593.1976,36440.0104999999,36694.1426999999,36519.4389999999
36993.9476,36636.4856999999,36412.1523999999,36521.8652
37091.6685999999,37316.036,36920.2725999999,37981.5524999999
38104.8637,37813.6788,38350.6235,38873.4046999999
39220.8856999999,38476.8553,39302.9813999999,40032.5988999999
39540.8217,40075.2745999999,40364.7157999999,40570.2445
40736.0657999999,41626.0613999999,41678.8678999999,41835.646
42300.3471999999,45641.0970999999,45916.3862,45771.6564
45523.2866999999,46064.3482,46464.063,46488.9043
45941.2888,46779.6621,47120.7831999999,46820.4289999999
46547.8288,47182.074,47374.3885999999,47165.1384
46849.7324999999,47339.103,47765.7209,47382.9162999999
47180.6479,48494.4487999999,49214.4830999999,47606.5446999999
48156.1299,48352.9372999999,48885.4132,47340.1374999999
48212.6123,48282.2984999999,48308.4749999999,47566.4568999999
47937.1040999999,47786.5435,47965.2332,47250.0395999999
47813.6333999999,44314.9847999999,44412.4792,44032.5766999999
44368.3217,41776.0112999999,42875.3899999999,42062.6734
41831.4625999999,40918.9496,41250.2355,40601.2266999999
40904.1616999999,39496.4404999999,39661.1322999999,39648.8873
39633.1811999999,39168.0048,38845.0247999999,38804.5543
39156.2500999999,37557.8073999999,37988.0613,37287.3315999999
38136.478,37309.0472,37935.6284,37451.0576
37102.0307,36593.1976,36493.4924,36540.8825999999
36137.1152,36993.9476,37041.9043,35719.9927
37098.2114999999,37091.6685999999,36267.9729,36385.959
36438.5794,38104.8637,36531.7667,37182.7462
37184.4312999999,39220.8856999999,37996.8187,38329.5219999999
38615.6429999999,39540.8217,39012.2607999999,39077.9896999999
39167.3147,40736.0657999999,40355.8254,40640.5674999999
40407.1523,42300.3471999999,41631.4098,42221.5363
41723.6204999999,45523.2866999999,45650.4797,45724.6843
45512.4833999999,45941.2888,46192.2142,46463.6551
45943.9185999999,46547.8288,47073.4772999999,46797.4928999999
46477.3265,46849.7324999999,47441.0486,46971.1241999999
46962.4173,47180.6479,47744.7871999999,47244.3384
47317.6151,48156.1299,49030.7079999999,47472.8470999999
48386.8634,48212.6123,48890.6333,47311.3540999999
48118.3303,47937.1040999999,48461.4839999999,47201.9251999999
47802.1924999999,47813.6333999999,48490.9527999999,47525.0486999999
47791.3128999999,44368.3217,44853.9657,43841.6555
44539.7471999999,41831.4625999999,42412.4509,41815.6005
42293.8174,40904.1616999999,41181.7745,40419.3326
40696.2344999999,39633.1811999999,39867.0887999999,39447.6788
39623.976,39156.2500999999,39294.2558999999,39038.8766
39623.1673,38136.478,38208.4717999999,37961.8197
38549.7646,37102.0307,38464.2658999999,37512.7356999999
38211.2612999999,36137.1152,38016.6584,36299.7465
36868.3139999999,37098.2114999999,37675.5852999999,35873.4006999999
36899.1915999999,36438.5794,37919.2684999999,35849.5092
36973.2975999999,37184.4312999999,38556.4778999999,36550.9813999999
37422.1685,38615.6429999999,39092.5737999999,37685.4055999999
38761.3018,39167.3147,39578.048,38570.2684
39384.9190999999,40407.1523,39893.2264,39599.4173
40144.8617,41723.6204999999,41424.2459999999,40908.5446999999
41361.3507,45512.4833999999,44707.9824999999,45072.4671
45258.7355,45943.9185999999,45370.9911999999,46001.5498999999
45684.0164999999,46477.3265,46042.8746,46435.9222999999
46097.548,46962.4173,46452.6163999999,46769.8672999999
46286.4489,47317.6151,46785.1837,46984.9862999999
46619.4159,48386.8634,48087.3387999999,47311.2258
47785.0192,48118.3303,48122.7738,47080.1541999999
47500.6425999999,47802.1924999999,47708.5775999999,47010.6760999999
47452.2002999999,47791.3128999999,47758.959,46578.5343999999
47173.1998,44539.7471999999,44225.3620999999,44968.5028999999
44396.5975,42293.8174,42448.9047999999,42230.1547999999
43289.5939,40696.2344999999,41066.4386,41132.6342999999
40746.7139,39623.976,40315.9743,39530.5824999999
40458.9918,39623.1673,39334.8574999999,38765.2122999999
39967.7104,38549.7646,38115.9933999999,38684.6143999999
38508.3845,38211.2612999999,38089.3044999999,37333.9444999999
38098.0605,36868.3139999999,36382.8205999999,36636.915
36869.3430999999,36899.1915999999,36735.9214999999,36649.108
36663.5297999999,36973.2975999999,37109.6408999999,36859.6013
36797.1457999999,37422.1685,37571.9597999999,36566.5651999999
37395.6091,38761.3018,38880.0149999999,37292.8338
37689.2431999999,39384.9190999999,38583.6209999999,37257.3467
38316.6817999999,40144.8617,38843.4417,38315.6267
38755.0394,41361.3507,40036.6025999999,39620.5359
39855.1281999999,45258.7355,43579.2479,43304.8295999999
43317.1197,45684.0164999999,44377.4554999999,44281.0178999999
43908.5737,46097.548,45262.6387,44990.1387
44760.4118999999,46286.4489,45889.8053999999,45610.5062
45017.1722999999,46619.4159,45993.0814,45844.4061
45225.3128999999,47785.0192,47413.1618999999,46212.5487999999
46322.4784,47500.6425999999,47630.1996,46178.718
46344.8197,47452.2002999999,47084.7793999999,45992.9869
46179.9726,47173.1998,46560.3128,45554.0392999999
45437.3925999999,44396.5975,45746.1183,44950.3727
44360.6137999999,43289.5939,45177.9804999999,44505.6169
43518.0941,40746.7139,44509.6529999999,43325.4213
42410.5665999999,40458.9918,43697.1469999999,42745.9996
41417.7146999999,39967.7104,43195.1831,41401.9869
40233.8577,38508.3845,41264.7932999999,40425.0867999999
39101.1975,38098.0605,39685.0132999999,39141.0659999999
37978.5680999999,36869.3430999999,39116.9316,38396.7088
38295.7269,36663.5297999999,38583.6169999999,38701.0314
38465.3897,36797.1457999999,38296.8254,37207.321
37559.0196999999,37395.6091,38688.5005999999,37880.5515999999
38137.5368,37689.2431999999,38886.0602999999,37471.2053999999
38489.8646999999,38316.6817999999,39065.2897999999,37926.8033
38847.1737999999,38755.0394,39746.2462,38798.0837
39160.5734,39855.1281999999,40734.3364,39821.9067
40236.7327999999,43317.1197,43730.2206,43619.4539999999
43382.2019,43908.5737,43955.9685,44190.9317
43638.6526999999,44760.4118999999,44770.6572999999,44651.6368999999
44361.3707999999,45017.1722999999,45227.6725,45105.3211999999
44757.4187999999,45225.3128999999,45694.7537,45344.7892999999
44898.9348,46322.4784,47056.7209,45901.2053
45939.4415,46344.8197,47116.7526999999,45860.2517999999
46078.4752,46179.9726,46501.6357999999,45620.0762
45624.4947,45437.3925999999,46050.7313999999,45321.3285
45162.0005999999,44360.6137999999,45115.8026,44776.5953999999
44341.6247999999,43518.0941,44040.8796,43685.5192
43312.4012999999,42410.5665999999,43203.6149999999,42660.0
42621.0754999999,41417.7146999999,42642.7278,41976.906
41807.0630999999,40233.8577,42807.5149999999,41707.2949999999
40932.9227,39101.1975,42129.5267,40500.6163
39562.2093,37978.5680999999,40816.3557999999,40007.3453999999
39183.5743999999,38295.7269,39631.7892999999,38844.0559999999
39059.7992999999,38465.3897,38964.7220999999,38981.4879999999
38756.6385,37559.0196999999,38828.7761,39010.3193
38697.3314,38137.5368,38754.4406999999,39001.2441
39355.8197999999,38489.8646999999,39531.0279999999,39650.5708
40437.6814,38847.1737999999,40700.3044,40113.8821
40993.6431,39160.5734,41531.8404999999,41142.6088
41877.3424,40236.7327999999,42409.1572,42621.0484999999
42893.5752999999,43382.2019,45567.3632,46189.9142999999
45864.2347,43638.6526999999,46077.2186999999,46518.6667
46118.8864,44361.3707999999,46852.4084999999,46856.957
46517.3265,44757.4187999999,47100.9026,47058.3010999999
46670.4237999999,44898.9348,47422.1515999999,47213.8141
46846.9755,45939.4415,48905.9185999999,47378.9383
48023.1561,46078.4752,48460.652,46994.7511
47838.0046999999,45624.4947,48206.7491999999,47130.3484
47887.7105,45162.0005999999,47531.1544999999,46153.5452999999
48253.7941999999,44341.6247999999,44275.3329999999,42201.436
45752.6065999999,43312.4012999999,42196.8704,40305.963
43162.3,42621.0754999999,40612.2693999999,38217.7778
42006.8306999999,41807.0630999999,39982.3565999999,37587.6523999999
41090.7912,40932.9227,39260.1166,36556.8346999999
40447.4369,39562.2093,38073.3957999999,35903.8609
39669.3407,39183.5743999999,37842.4340999999,35139.0653
39592.6598999999,39059.7992999999,36332.9314,34504.201
37529.7277,38756.6385,36440.0104999999,35498.8044999999
37634.3534999999,38697.3314,36636.4856999999,36207.0806999999
37314.5167999999,39355.8197999999,37316.036,36782.7015
37990.8865,40437.6814,37813.6788,37768.1344
39124.0069999999,40993.6431,38476.8553,39009.5351999999
39713.4712999999,41877.3424,40075.2745999999,40272.7598
41033.3672,42893.5752999999,41626.0613999999,41683.4098
42462.6158,45864.2347,45641.0970999999,46066.351
45448.9296,46118.8864,46064.3482,46811.4637
45812.5945999999,46517.3265,46779.6621,47099.5725
46473.6425,46670.4237999999,47182.074,47288.3974
46655.2799,46846.9755,47339.103,47429.8985
46800.7998,48023.1561,48494.4487999999,47322.1895
